2017-01-01D03:25:28.028037,0.003947,80,BUY
2017-01-01D10:22:02.600851,0.003865,500,SELL
2017-01-01D11:29:42.578200,0.003846,80,SELL
2017-01-01D11:29:42.578200,0.003825,420,SELL
2017-01-01D11:30:45.876428,0.003823,500,SELL
2017-01-01D11:31:51.334825,0.003822,500,SELL
2017-01-01D16:44:15.933389,0.003805,200,SELL
2017-01-01D17:05:40.864830,0.003798,80,SELL
2017-01-01D18:17:11.773731,0.003765,80,BUY
2017-01-01D20:06:05.482506,0.003878,80,BUY
2017-01-01D20:09:47.188954,0.003939,500,BUY
2017-01-01D20:32:37.619324,0.003945,80,BUY
2017-01-01D20:32:37.619324,0.003945,500,BUY
2017-01-01D20:34:32.062065,0.003968,37,BUY
2017-01-01D20:34:32.062065,0.003969,463,BUY
2017-01-01D23:53:24.277198,0.004,200,BUY
2017-01-02D00:08:08.144878,0.004011,75,BUY
2017-01-02D01:04:27.226457,0.004038,80,BUY
2017-01-02D01:04:38.285372,0.0041,200,BUY
2017-01-02D01:04:38.285372,0.004101,2,BUY
2017-01-02D01:21:37.263946,0.0042,100,BUY
2017-01-02D01:21:37.263946,0.0042,300,BUY
2017-01-02D01:22:24.092049,0.00411,100,SELL
2017-01-02D01:29:31.700280,0.004099,80,SELL
2017-01-02D01:29:31.700280,0.004099,2,SELL
2017-01-02D02:02:54.036146,0.003988,80,SELL
2017-01-02D03:17:35.713255,0.00397,330,SELL
2017-01-02D03:25:55.089984,0.003985,688,BUY
2017-01-02D03:26:06.793684,0.003969,45,BUY
2017-01-02D03:26:06.793684,0.00397,500,BUY
2017-01-02D03:26:06.793684,0.003971,2,BUY
2017-01-02D03:26:08.525026,0.003982,141,SELL
2017-01-02D03:31:54.293727,0.003919,80,SELL
2017-01-02D03:42:13.918619,0.003894,461,SELL
2017-01-02D03:42:14.378466,0.003894,239,SELL
2017-01-02D05:19:49.306450,0.003864,500,SELL
2017-01-02D05:20:26.396978,0.003838,500,SELL
2017-01-02D06:35:04.296206,0.003921,500,BUY
2017-01-02D08:00:18.136763,0.003828,2,SELL
2017-01-02D08:00:18.136763,0.003827,80,SELL
2017-01-02D08:00:18.136763,0.003825,500,SELL
2017-01-02D08:00:18.136763,0.003772,978,SELL
2017-01-02D16:53:18.199826,0.003987,80,BUY
2017-01-02D16:53:18.199826,0.004031,500,BUY
2017-01-02D17:27:17.948519,0.003962,500,BUY
2017-01-02D20:18:52.625618,0.003919,80,BUY
2017-01-02D20:36:30.590198,0.004115,80,BUY
2017-01-02D20:36:30.590198,0.004137,420,BUY
2017-01-03D00:24:12.086262,0.003978,500,SELL
2017-01-03D00:24:19.898956,0.003982,500,SELL
2017-01-03D00:24:19.898956,0.00393,340,SELL
2017-01-03D00:25:54.408405,0.00393,80,SELL
2017-01-03D00:25:54.408405,0.003887,80,SELL
2017-01-03D01:04:25.001360,0.003873,200,SELL
2017-01-03D01:23:01.684764,0.003945,80,BUY
2017-01-03D07:05:48.205210,0.004011,500,BUY
2017-01-03D09:54:34.535186,0.004103,80,BUY
2017-01-03D12:52:38.128176,0.004157,71,BUY
2017-01-03D15:10:11.357607,0.004103,1,SELL
2017-01-03D15:18:00.773942,0.00417,500,BUY
2017-01-03D15:22:42.356033,0.00412,500,SELL
2017-01-03D15:40:15.491731,0.004144,192,SELL
2017-01-03D15:40:15.491731,0.004143,193,SELL
2017-01-03D15:40:18.337223,0.004142,115,BUY
2017-01-03D17:18:41.358262,0.004209,80,BUY
2017-01-03D17:19:21.602533,0.004216,1,SELL
2017-01-03D17:35:14.005479,0.004248,1,SELL
2017-01-03D17:38:52.889068,0.0043,100,BUY
2017-01-03D18:08:38.141532,0.004323,100,SELL
2017-01-03D18:23:08.373247,0.004358,11,BUY
2017-01-03D18:23:20.012438,0.004359,20,BUY
2017-01-03D18:25:16.332738,0.004323,400,SELL
2017-01-03D18:58:52.229122,0.004374,80,BUY
2017-01-03D19:00:50.463506,0.0044,100,BUY
2017-01-03D19:09:54.123931,0.004413,103,BUY
2017-01-03D19:49:05.759652,0.004413,47,BUY
2017-01-03D21:35:32.773611,0.004313,31,SELL
2017-01-03D22:38:15.173183,0.004238,80,SELL
2017-01-03D22:38:15.173183,0.004215,420,SELL
2017-01-03D23:33:01.784297,0.0042,200,SELL
2017-01-04D02:03:12.213826,0.004159,500,BUY
2017-01-04D03:31:50.442530,0.004263,1500,SELL
2017-01-04D11:30:12.381433,0.004399,80,BUY
2017-01-04D11:30:12.381433,0.0044,200,BUY
2017-01-04D13:31:32.123871,0.004442,200,BUY
2017-01-04D14:19:14.969154,0.004498,5,SELL
2017-01-04D15:06:30.009474,0.004324,5,SELL
2017-01-04D16:05:20.324508,0.00445,1,BUY
2017-01-04D16:59:30.098993,0.004387,30,SELL
2017-01-04D17:16:30.629788,0.004387,38,SELL
2017-01-04D18:04:17.824277,0.00437,2,BUY
2017-01-04D18:04:17.824277,0.004372,498,BUY
2017-01-05D02:58:38.158348,0.004403,80,BUY
2017-01-05D05:29:04.436139,0.004445,300,BUY
2017-01-05D05:34:29.363523,0.004465,200,BUY
2017-01-05D05:58:16.403981,0.004465,100,BUY
2017-01-05D06:02:29.337989,0.004475,300,BUY
2017-01-05D06:02:36.974797,0.004485,300,BUY
2017-01-05D06:02:36.974797,0.004495,200,BUY
2017-01-05D06:13:05.163116,0.0045,100,BUY
2017-01-05D06:13:05.163116,0.0045,200,BUY
2017-01-05D06:13:05.163116,0.004572,2,BUY
2017-01-05D06:13:05.163116,0.004602,500,BUY
2017-01-05D06:13:05.163116,0.004671,500,BUY
2017-01-05D06:13:05.163116,0.004698,98,BUY
2017-01-05D06:15:01.568170,0.00466,34,BUY
2017-01-05D06:15:01.568170,0.00466,2,BUY
2017-01-05D06:15:01.568170,0.004661,500,BUY
2017-01-05D06:15:02.959106,0.004661,500,SELL
2017-01-05D06:20:14.914348,0.004661,32,SELL
2017-01-05D06:33:27.758231,0.00463,180,SELL
