2017-01-01D04:05:38.208965,0.003149,500,BUY
2017-01-01D10:19:17.915799,0.003041,1000,SELL
2017-01-01D12:04:53.633973,0.002974,2000,SELL
2017-01-01D12:06:15.488930,0.002965,100,SELL
2017-01-01D12:06:38.870604,0.002915,100,SELL
2017-01-01D12:10:47.389051,0.002915,1400,SELL
2017-01-01D12:24:43.706692,0.002991,800,BUY
2017-01-01D12:31:49.638015,0.002976,800,SELL
2017-01-01D13:19:33.691432,0.003007,100,BUY
2017-01-01D13:46:56.547056,0.002986,1000,BUY
2017-01-01D15:15:02.776298,0.002942,500,SELL
2017-01-01D16:04:15.792920,0.002957,100,SELL
2017-01-01D16:22:29.008107,0.002932,200,BUY
2017-01-01D16:23:01.479445,0.002922,200,SELL
2017-01-01D16:45:05.341133,0.002865,100,SELL
2017-01-01D16:45:23.780930,0.002861,1000,SELL
2017-01-01D16:47:47.810547,0.002843,400,SELL
2017-01-01D16:51:21.634804,0.002853,800,SELL
2017-01-01D17:38:04.656624,0.002889,2000,BUY
2017-01-01D17:58:30.440715,0.00293,200,BUY
2017-01-01D17:58:30.440715,0.002945,1800,BUY
2017-01-01D21:28:26.371076,0.002918,200,BUY
2017-01-01D21:28:46.330723,0.002921,100,BUY
2017-01-01D21:40:33.710898,0.002868,200,SELL
2017-01-01D21:43:07.002310,0.002859,200,SELL
2017-01-01D23:29:06.504601,0.002896,400,SELL
2017-01-02D01:04:49.376269,0.002923,1200,BUY
2017-01-02D01:12:09.933001,0.00294,125,BUY
2017-01-02D01:20:44.715553,0.00294,875,BUY
2017-01-02D01:21:48.084881,0.002968,200,BUY
2017-01-02D02:42:48.161755,0.002915,200,SELL
2017-01-02D02:48:57.770107,0.002871,125,SELL
2017-01-02D04:18:33.321696,0.002889,500,SELL
2017-01-02D07:03:34.436243,0.002848,1000,SELL
2017-01-02D08:55:15.983872,0.002844,1000,SELL
2017-01-02D11:00:18.227196,0.00282,1000,SELL
2017-01-02D11:00:18.227196,0.002817,200,SELL
2017-01-02D11:00:18.227196,0.002815,100,SELL
2017-01-02D11:29:56.665409,0.002803,1,SELL
2017-01-02D11:40:04.190971,0.002803,999,SELL
2017-01-02D11:51:34.834486,0.002803,1000,BUY
2017-01-02D13:31:23.541805,0.00284,200,BUY
2017-01-02D14:58:28.599125,0.002873,1,BUY
2017-01-02D17:14:14.933315,0.002964,200,BUY
2017-01-02D21:45:08.660393,0.002956,1000,SELL
2017-01-02D21:55:21.025381,0.003015,500,BUY
2017-01-02D23:09:32.990024,0.00297,500,BUY
2017-01-03D00:22:30.843912,0.00293,1000,SELL
2017-01-03D09:05:09.217790,0.003017,200,BUY
2017-01-03D09:05:20.461868,0.003064,300,BUY
2017-01-03D09:05:20.461868,0.003118,200,BUY
2017-01-03D10:44:14.182694,0.003066,3000,SELL
2017-01-03D11:43:20.527835,0.003071,5,BUY
2017-01-03D12:48:28.798412,0.003042,2500,BUY
2017-01-03D13:08:02.025925,0.003127,200,BUY
2017-01-03D15:38:54.524923,0.003083,1000,SELL
2017-01-03D16:05:37.247935,0.003063,1000,BUY
2017-01-03D16:41:45.366663,0.003082,1000,SELL
2017-01-03D19:31:13.118062,0.003182,200,BUY
2017-01-03D19:31:31.402407,0.003224,600,BUY
2017-01-03D19:36:03.171888,0.003168,200,SELL
2017-01-03D19:53:23.989424,0.003173,600,SELL
2017-01-03D20:00:47.708405,0.003207,10,BUY
2017-01-03D21:11:24.493566,0.00309,200,SELL
2017-01-03D21:11:24.493566,0.00309,35,SELL
2017-01-03D21:34:56.011661,0.003047,35,SELL
2017-01-03D21:36:09.070986,0.003047,35,SELL
2017-01-03D21:36:14.342088,0.003047,35,SELL
2017-01-03D22:39:45.098350,0.003106,3000,SELL
2017-01-03D22:41:05.979369,0.003087,2000,SELL
2017-01-03D22:51:24.626242,0.003132,70,BUY
2017-01-03D23:18:59.395116,0.003011,200,SELL
2017-01-03D23:18:59.395116,0.00301,1500,SELL
2017-01-03D23:41:55.420832,0.002994,2452,SELL
2017-01-04D00:01:48.131182,0.003023,1,BUY
2017-01-04D01:40:41.332104,0.003029,200,BUY
2017-01-04D01:41:12.734212,0.003057,3000,BUY
2017-01-04D01:42:03.439493,0.003066,2000,BUY
2017-01-04D01:42:03.439493,0.003067,1000,BUY
2017-01-04D01:46:01.496086,0.003063,3000,BUY
2017-01-04D01:50:23.003591,0.00309,3000,BUY
2017-01-04D02:00:54.304500,0.003134,35,BUY
2017-01-04D02:14:01.360108,0.00308,35,SELL
2017-01-04D02:38:43.482577,0.003085,3000,SELL
2017-01-04D03:02:23.991139,0.003134,2201,BUY
2017-01-04D03:07:49.354689,0.003151,3000,SELL
2017-01-04D03:42:54.193439,0.003111,3000,SELL
2017-01-04D04:22:13.891226,0.003197,200,BUY
2017-01-04D04:25:26.719775,0.003231,5,BUY
2017-01-04D04:32:47.686016,0.003211,1000,BUY
2017-01-04D04:34:34.752230,0.00316,5,SELL
2017-01-04D04:48:59.782572,0.003239,5,SELL
