2017-01-02D17:32:40.569862,92501,1,SELL
2017-01-02D17:59:18.071857,120120,1,BUY
2017-01-02D18:04:29.227467,122999,10,BUY
2017-01-02D18:05:02.886295,122999,10,BUY
2017-01-02D18:16:32.656050,121044,12,BUY
2017-01-02D18:17:08.740188,106822,9,BUY
2017-01-02D18:17:27.495611,121044,9,BUY
2017-01-02D18:24:20.477369,120611,2,SELL
2017-01-02D18:26:37.127231,120600,20,BUY
2017-01-02D18:28:32.864221,119600,20,SELL
2017-01-02D18:33:39.763053,119530,190,SELL
2017-01-02D18:36:03.905732,118557,192,SELL
2017-01-02D18:36:20.942107,118557,192,SELL
2017-01-02D18:36:46.465102,118557,192,SELL
2017-01-02D18:45:27.935780,118225,12,BUY
2017-01-03D00:48:55.308220,121222,100,BUY
2017-01-03D00:49:06.487476,121231,192,BUY
2017-01-03D01:05:59.802806,120573,1000,BUY
2017-01-03D01:05:59.802806,120693,700,BUY
2017-01-03D07:15:07.930279,119853,576,BUY
2017-01-03D07:15:21.609200,119600,1000,SELL
2017-01-03D07:15:23.769968,119553,800,BUY
2017-01-03D12:00:00.000000,120558,768,BUY
2017-01-04D00:10:42.498772,121257,1000,BUY
2017-01-04D00:10:44.153251,121350,1000,SELL
2017-01-04D01:32:21.369041,123106,1,SELL
2017-01-04D01:32:44.793651,123135,1,SELL
2017-01-04D01:32:51.893455,123153,1,SELL
2017-01-04D01:33:05.098284,123148,1,SELL
2017-01-04D01:33:10.142932,123156,1,SELL
2017-01-04D01:33:14.666229,123155,1,SELL
2017-01-04D01:33:21.000138,123158,1,SELL
2017-01-04D01:33:27.546858,123158,1,SELL
2017-01-04D01:33:34.422764,123159,1,SELL
2017-01-04D01:33:37.814479,123159,1,SELL
2017-01-04D01:33:47.329208,123174,1,SELL
2017-01-04D01:33:50.622769,123174,1,SELL
2017-01-04D01:33:53.963697,123173,1,SELL
2017-01-04D01:33:56.993100,123163,1,SELL
2017-01-04D01:33:59.382434,123170,1,SELL
2017-01-04D01:34:01.905831,123170,1,SELL
2017-01-04D01:34:03.596239,123175,1,SELL
2017-01-04D01:34:10.234179,123175,1,SELL
2017-01-04D01:34:12.883752,123172,1,SELL
2017-01-04D01:34:14.300063,123166,1,SELL
2017-01-04D01:34:15.641319,123166,1,SELL
2017-01-04D01:34:17.949528,123169,1,SELL
2017-01-04D01:34:20.327867,123169,1,SELL
2017-01-04D01:34:22.111286,123165,1,SELL
2017-01-04D01:34:24.395047,123162,1,SELL
2017-01-04D01:34:25.550139,123162,1,SELL
2017-01-04D01:34:27.502658,123164,1,SELL
2017-01-04D01:34:29.114313,123163,1,SELL
2017-01-04D01:34:30.317721,123163,1,SELL
2017-01-04D01:34:31.956064,123163,1,SELL
2017-01-04D01:34:33.819951,123163,1,SELL
2017-01-04D01:34:34.689538,123163,1,SELL
2017-01-04D01:34:35.885517,123163,1,SELL
2017-01-04D01:34:36.848336,123163,1,SELL
2017-01-04D01:34:38.361529,123167,1,SELL
