last_price,wallet,upnl,position_contracts,position_leverage,order_contracts,order_leverage,order_idle,order_limit,order_market,reward
6840,1,0,0,0,12958.3,1.89448,-1,0,1,0
6840,1,0,0,0,4297.89,0.628346,-1,0,1,0
6840,1,0,0,0,0,-1.59749,-1,1,0,0
6840,1,0,0,0,0,0.759769,-1.14621,1,0,0
6839,1,0,0,0,9254.02,1.35312,-1.07311,0,1,0
6838.5,1,0,0,0,15882.4,2.32249,-1,0,1,0
6838.5,1,0,0,0,0,-0.579872,-0.926887,1,0,0
6839,1,0,0,0,0,2.04816,-1.07311,1,0,0
6838.5,1,0,0,0,2533.28,0.370444,-1,0,1,0
6838.5,1,0,0,0,0,1.26168,-1,1,0,0
6838.5,1,0,0,0,0,-1.42859,-1,1,0,0
6838.5,1,0,0,0,0,0.596545,-1,1,0,0
6838.5,1,0,0,0,0,2.20571,-1,1,0,0
6838.5,1,0,0,0,8436.66,1.2337,-0.926887,0,1,0
6839,1,0,0,0,3436.6,0.502501,-1.07311,0,1,0
6838.5,1,0,0,0,12425.5,1.81699,-0.926887,0,1,0
6839,1,0,0,0,0,0.436689,-1.07311,1,0,0
6838.5,1,0,0,0,0,0.547751,-1,1,0,0
6838.5,1,0,0,0,0,1.50966,-1,1,0,0
6838.5,1.00048,0,13122.1,1.91794,13122.1,1.91886,-1.58773,0,1,0
6836,1.00048,-0.000701749,13122.1,1.91864,0,2.47608,-1.21354,1,0,0
6835.5,1.00048,-0.00084216,13122.1,1.91878,-433.287,1.85543,-0.786464,0,1,0
6836,1.00048,-0.000701749,13122.1,1.91864,1899.36,2.19636,-1.21354,0,1,0
6835.5,1.00048,-0.00084216,13122.1,1.91878,0,3.23118,-1,1,0,0
6835.5,1.00048,-0.00084216,13122.1,1.91878,0,1.74753,-1,1,0,0
6835.5,1.00048,-0.00084216,13122.1,1.91878,0,3.5377,-1,1,0,0
6835.5,1.00048,-0.00084216,13122.1,1.91878,-10174.7,0.430992,-0.786464,0,1,0
6836,1.00048,-0.000701749,13122.1,1.91864,1549.21,2.14516,-1,0,1,0
6836,1.00048,-0.000701749,13122.1,1.91864,-1755.67,1.66194,-1,0,1,0
6836,1.00048,-0.000701749,13122.1,1.91864,3350.2,2.40849,-1,0,1,0
6836,1.00048,-0.000701749,13122.1,1.91864,1534.2,2.14296,-1,0,1,0
6836,1.00048,-0.000701749,13122.1,1.91864,11714.2,3.63142,-1,0,1,0
6836,1.00048,-0.000701749,13122.1,1.91864,0,2.62403,-1,1,0,0
6836,1.00048,-0.000701749,13122.1,1.91864,0,2.52853,-1,1,0,0
6836,1.00048,-0.000701749,13122.1,1.91864,0,2.56383,-1,1,0,0
6836,1.00048,-0.000701749,13122.1,1.91864,0,2.01383,-1,1,0,0
6836,1.00048,-0.000701749,13122.1,1.91864,0,1.6385,-1.21354,1,0,0
6835.5,1.00048,-0.00084216,13122.1,1.91878,0,2.86415,-0.786464,1,0,0
6836,1.00048,-0.000701749,13122.1,1.91864,2894.96,2.34193,-1,0,1,0
6836,1.00048,-0.000701749,13122.1,1.91864,6028.78,2.80014,-1,0,1,0
6836,1.00048,-0.000701749,13122.1,1.91864,1134.43,2.08451,-1,0,1,0
6836,1.00048,-0.000701749,13122.1,1.91864,0,1.9769,-1,1,0,0
6836,1.00048,-0.000701749,13122.1,1.91864,0,2.09866,-1.21354,1,0,0
6835.5,1.00048,-0.00084216,13122.1,1.91878,0,3.40128,-1,1,0,0
6835.5,1.00048,-0.00084216,13122.1,1.91878,0,2.63952,-0.786464,1,0,0
6836,1.00048,-0.000701749,13122.1,1.91864,0,3.52283,-1.21354,1,0,0
6835.5,1.00048,-0.00084216,13122.1,1.91878,1619.16,2.15554,-1,0,1,0
6835.5,1.00048,-0.00084216,13122.1,1.91878,0,3.09231,-0.786464,1,0,0
6836,1.00048,-0.000701749,13122.1,1.91864,6267.22,2.835,-1.21354,0,1,0
6835.5,1.00048,-0.00084216,13122.1,1.91878,0,2.97194,-0.786464,1,0,0
6836,1.00048,-0.000701749,13122.1,1.91864,0,2.53436,-1.21354,1,0,0
6835.5,1.00048,-0.00084216,13122.1,1.91878,11202.7,3.55689,-0.786464,0,1,0
6836,1.00048,-0.000701749,13122.1,1.91864,-2926.95,1.49068,-1,0,1,0
6836,1.00048,-0.000701749,13122.1,1.91864,0,3.11066,-1.21354,1,0,0
6835.5,1.00048,-0.00084216,13122.1,1.91878,0,4.03958,-0.786464,1,0,0
6836,1.00048,-0.000701749,13122.1,1.91864,0,2.29029,-1,1,0,0
6836,1.00048,-0.000701749,13122.1,1.91864,0,2.48364,-1,1,0,0
6836,1.00048,-0.000701749,13122.1,1.91864,0,3.60531,-1,1,0,0
6836,1.00048,-0.000701749,13122.1,1.91864,0,2.1303,-1.21354,1,0,0
6835.5,1.00048,-0.00084216,13122.1,1.91878,0,2.98664,-0.786464,1,0,0
6836,1.00048,-0.000701749,13122.1,1.91864,0,3.19191,-1,1,0,0
6836,1.00048,-0.000701749,13122.1,1.91864,0,3.11585,-1,1,0,0
6836,1.00048,-0.000701749,13122.1,1.91864,0,3.38247,-1,1,0,0
6836,1.00048,-0.000701749,13122.1,1.91864,0,2.78092,-1,1,0,0
