last_price,wallet,upnl,position_contracts,position_leverage,order_contracts,order_leverage,order_idle,order_limit,order_market,reward
6869.5,1,0,0,0,0,-0.380494,-1,1,0,0
6870,1,0,0,0,0,-0.132272,-0.490668,1,0,0
6873.5,1,0,0,0,0,1.13134,-1.58211,1,0,0
6869.5,1,0,0,0,0,-0.997292,-2.09238,1,0,0
6862,1,0,0,0,0,-2.83696,-0.927138,1,0,0
6862.5,1,0,0,0,0,0.866367,-0.781445,1,0,0
6864,1,0,0,0,0,-0.637092,-1.07285,1,0,0
6863.5,1,0,0,0,0,-0.443762,-1,1,0,0
6863.5,1,0,0,0,0,0.222984,-1.21857,1,0,0
6862,1,0,0,0,-664.063,-0.096774,-1.87476,0,1,0
6856,1,0,0,0,0,-1.2615,-1,1,0,0
6856,1,0,0,0,0,0.232454,-0.927074,1,0,0
6856.5,1,0,0,0,0,0.179676,-1.07293,1,0,0
6856,1,0,0,0,0,1.54127,-1,1,0,0
6856,1,0,0,0,0,-0.243658,-1,1,0,0
6856,1,0,0,0,0,-1.53585,-1,1,0,0
6856,1,0,0,0,0,0.340117,-0.343856,1,0,0
6860.5,1,0,0,0,0,0.671853,-1,1,0,0
6860.5,1,0,0,0,0,0.288196,-0.635661,1,0,0
6863,1,0,0,0,0,0.540507,-0.854302,1,0,0
6864,1,0,0,0,0,-2.88892,-1.36429,1,0,0
6861.5,1,0,0,0,0,0.0148881,-1.14575,1,0,0
6860.5,1,0,0,0,0,-1.26205,-1.29157,1,0,0
6858.5,1,0,0,0,0,-0.316609,-1,1,0,0
6858.5,1,0,0,0,0,-0.714334,-0.854206,1,0,0
6859.5,1,0,0,0,0,1.98404,-1.07289,1,0,0
6859,1,0,0,0,0,0.413998,-0.489852,1,0,0
6862.5,1,0,0,0,0,-1.25759,-0.708603,1,0,0
6864.5,1,0,0,0,0,-1.49102,-0.927164,1,0,0
6865,1,0,0,0,0,-0.82645,-0.417504,1,0,0
6869,1,0,0,0,0,-1.49198,-0.272357,1,0,0
6874,1,0,0,0,0,-2.78016,-1,1,0,0
6874,1,0,0,0,0,-4.20146,-1.07274,1,0,0
6873.5,1,0,0,0,0,-4.69487,-1,1,0,0
6873.5,1,0,0,0,0,-2.38292,-0.92726,1,0,0
6874,1,0,0,0,0,-4.89888,-1.65486,1,0,0
6869.5,1,0,0,0,0,-4.39729,-1.80096,1,0,0
6864,1,0,0,0,0,-3.44173,-1.94742,1,0,0
6857.5,1,0,0,0,0,-3.3722,-1.87534,1,0,0
6851.5,1,0,0,0,0,-2.27719,-0.197578,1,0,0
6857,1,0,0,0,-3114.23,-0.454167,-1,0,1,0
6857,1,0,0,0,0,-1.18868,-1.21878,1,0,0
6855.5,1,0,0,0,0,-0.327274,-1.07294,1,0,0
6855,1,0,0,0,0,-1.98444,-0.854132,1,0,0
6856,1.00053,-0,-14597.2,-2.12798,-14597.2,-2.12911,-0.632433,0,1,0
6857,1.00053,-0.000310501,-14597.2,-2.12829,0,-2.94771,-0.917691,1,0,0
6856.5,1.00053,-0.000155262,-14597.2,-2.12813,0,-2.41398,0.808243,1,0,0
6845.5,1.00053,0.00326574,-14597.2,-2.12471,0,-1.34687,-1.32852,1,0,0
6847.5,1.00053,0.00264292,-14597.2,-2.12533,0,-1.89629,-1.32857,1,0,0
6849.5,1.00053,0.00202047,-14597.2,-2.12596,0,-2.36358,-1.41105,1,0,0
6852,1.00053,0.00124291,-14597.2,-2.12673,-1604.61,-2.36327,-1,0,1,0
6852,1.00053,0.00124291,-14597.2,-2.12673,0,-1.64933,-0.917773,1,0,0
6851.5,1.00053,0.00139838,-14597.2,-2.12658,-2800.31,-2.53787,-1.08223,0,1,0
6852,1.00053,0.00124291,-14597.2,-2.12673,5218.61,-1.36801,-0.917773,0,1,0
6851.5,1.00053,0.00139838,-14597.2,-2.12658,0,-0.889739,-1,1,0,0
6851.5,1.00053,0.00139838,-14597.2,-2.12658,0,-1.12379,-1,1,0,0
6851.5,1.00053,0.00139838,-14597.2,-2.12658,0,-2.63247,-1,1,0,0
6851.5,1.00053,0.00139838,-14597.2,-2.12658,0,-0.973866,-1.49338,1,0,0
6854.5,1.00053,0.000465922,-14597.2,-2.12751,0,-0.244684,-1.74036,1,0,0
6859,1.00053,-0.000931233,-14597.2,-2.12891,0,-1.19882,-1,1,0,0
6859,1.00053,-0.000931233,-14597.2,-2.12891,0,-4.70865,-0.917786,1,0,0
6858.5,1.00053,-0.000776084,-14597.2,-2.12875,182.558,-2.1006,-1,0,1,0
6858.5,1.00053,-0.000776084,-14597.2,-2.12875,0,-3.80148,-1.08221,1,0,0
6859,1.00053,-0.000931233,-14597.2,-2.12891,0,-1.88714,-1.74104,1,0,0
6863.5,1.00053,-0.00232656,-14597.2,-2.1303,0,-2.37495,-1.57669,1,0,0
6867,1.00104,-0.00340787,-28597.1,-4.16689,-13999.9,-4.1622,-2.10553,0,1,0
6870.5,1.00104,-0.00552932,-28597.1,-4.16901,0,-4.83451,-1,1,0,0
6870.5,1.00104,-0.00552932,-28597.1,-4.16901,0,-4.41077,-1,1,0,0
6870.5,1.00104,-0.00552932,-28597.1,-4.16901,0,-4.28739,3.8496,1,0,0
6860,1.00104,0.000841541,-28597.1,-4.16265,0,-4.73244,-1.23037,1,0,0
6860.5,1.00104,0.000537724,-28597.1,-4.16295,0,-4.35742,-4.23132,1,0,0
6867.5,1.00104,-0.00371106,-28597.1,-4.16719,0,-4.17562,-1.92502,1,0,0
6869.5,1.00104,-0.00492341,-28597.1,-4.16841,0,-5.54915,-1.46289,1,0,0
6870.5,1.00104,-0.00552932,-28597.1,-4.16901,0,-3.89439,-0.768507,1,0,0
6870,1.00104,-0.00522639,-28597.1,-4.16871,0,-3.38182,1.08071,1,0,0
6865.5,1.00104,-0.00249801,-28597.1,-4.16598,0,-4.4989,0.384969,1,0,0
6862.5,1.00122,-0.000677084,-33393.2,-4.86148,-4796.12,-4.86097,-3.64434,0,1,0
6867.5,1.00122,-0.00421988,-33393.2,-4.86501,0,-4.15835,-0.717559,1,0,0
6867,1.00122,-0.00386584,-33393.2,-4.86466,-759.015,-4.96733,-1.28244,0,1,0
6867.5,1.00122,-0.00421988,-33393.2,-4.86501,0,-4.94118,-1,1,0,0
6867.5,1.00122,-0.00421988,-33393.2,-4.86501,0,-3.65943,-1,1,0,0
6867.5,1.00122,-0.00421988,-33393.2,-4.86501,0,-2.41056,0.128489,1,0,0
6865.5,1.00122,-0.00280338,-33393.2,-4.8636,5919,-3.99691,-3.54072,0,1,0
6870,1.00122,-0.00598935,-33393.2,-4.86678,0,-2.99779,-1.84862,1,0,0
6871.5,1.00122,-0.00705041,-33393.2,-4.86784,0,-5.00536,-2.69885,1,0,0
6874.5,1.00122,-0.00917115,-33393.2,-4.86996,0,-2.28701,-1,1,0,0
6874.5,1.00122,-0.00917115,-33393.2,-4.86996,0,-4.0933,-0.149981,1,0,0
6873,1.00122,-0.00811101,-33393.2,-4.8689,0,-4.50616,-1,1,0,0
6873,1.00122,-0.00811101,-33393.2,-4.8689,0,-4.59988,0.414712,1,0,0
6870.5,1.00122,-0.00634309,-33393.2,-4.86713,0,-2.21781,-0.434647,1,0,0
6869.5,1.00122,-0.00563556,-33393.2,-4.86643,5302.44,-4.08423,-1,0,1,0
6869.5,1.00122,-0.00563556,-33393.2,-4.86643,0,-1.58218,-1,1,0,0
6869.5,1.0007,-0.00497801,-29496.9,-4.30083,3896.29,-4.28867,-0.375273,0,1,0
6868.5,1.0007,-0.00435285,-29496.9,-4.30021,3528.63,-3.77813,-1,0,1,0
6868.5,1.0007,-0.00435285,-29496.9,-4.30021,0,-5.21259,-0.759219,1,0,0
6868,1.00034,-0.00354936,-25913.3,-3.77887,3583.55,-3.77041,1.15662,0,1,0
6863,1.00034,-0.000800526,-25913.3,-3.77612,-8299.47,-4.98341,0.415466,0,1,0
6859.5,1.00034,0.00112604,-25913.3,-3.77419,-4848.35,-4.48301,-1.2024,0,1,0
6860,1.00034,0.0008507,-25913.3,-3.77447,0,-3.38408,-4.84737,1,0,0
6869.5,1.00034,-0.00437323,-25913.3,-3.77969,0,-2.92356,-0.188885,1,0,0
6867.5,1.00034,-0.00327466,-25913.3,-3.77859,0,-4.82533,-1,1,0,0
6867.5,1.00034,-0.00327466,-25913.3,-3.77859,-6955.84,-4.78456,-1.20256,0,1,0
6868,1.00034,-0.00354936,-25913.3,-3.77887,0,-5.47843,-1.60855,1,0,0
6869.5,1.00034,-0.00437323,-25913.3,-3.77969,-4040.57,-4.35894,-1.20289,0,1,0
6870,1.00034,-0.00464778,-25913.3,-3.77996,0,-5.24346,-1,1,0,0
6870,1.00034,-0.00464778,-25913.3,-3.77996,0,-4.32732,-1.60915,1,0,0
6871.5,1.00034,-0.00547117,-25913.3,-3.78079,0,-4.40411,-3.43938,1,0,0
6877.5,1.00034,-0.00876114,-25913.3,-3.78408,0,-3.69817,-4.67083,1,0,0
6886.5,1.00034,-0.0136854,-25913.3,-3.789,0,-3.82234,0.837012,1,0,0
6882,1.00034,-0.0112249,-25913.3,-3.78654,0,-4.30282,-0.795915,1,0,0
6881.5,1.00034,-0.0109513,-25913.3,-3.78626,0,-4.09125,-3.65414,1,0,0
6888,1.00034,-0.0145048,-25913.3,-3.78982,0,-4.13304,-3.0464,1,0,0
6893,1.00034,-0.0172337,-25913.3,-3.79255,0,-2.81632,0.432999,1,0,0
6889.5,1.00034,-0.0153239,-25913.3,-3.79064,0,-3.33728,-1.20463,1,0,0
6890,1.00034,-0.0155968,-25913.3,-3.79091,0,-5.23566,-1.61401,1,0,0
6891.5,1.00034,-0.0164155,-25913.3,-3.79173,0,-5.01972,-7.77837,1,0,0
6908,1.00034,-0.0253968,-25913.3,-3.80071,0,-5.57459,0.235893,1,0,0
6905,1.00034,-0.023767,-25913.3,-3.79908,0,-5.65765,1.67245,1,0,0
6898.5,1.00034,-0.020231,-25913.3,-3.79554,0,-6.0218,2.0749,1,0,0
6891,1.00034,-0.0161426,-25913.3,-3.79145,0,-6.52656,-1,1,0,0
6891,1.00034,-0.0161426,-25913.3,-3.79145,0,-7.24751,-0.795204,1,0,0
6890.5,1.00034,-0.0158698,-25913.3,-3.79118,0,-6.46046,3.28789,1,0,0
6880,1.00034,-0.0101303,-25913.3,-3.78544,0,-6.36515,-1.20384,1,0,0
6880.5,1.00034,-0.010404,-25913.3,-3.78572,0,-6.64554,-1,1,0,0
6880.5,1.00034,-0.010404,-25913.3,-3.78572,0,-5.57076,-1.61163,1,0,0
6882,1.00034,-0.0112249,-25913.3,-3.78654,0,-5.79599,-1,1,0,0
6882,1.00034,-0.0112249,-25913.3,-3.78654,0,-6.14532,-3.85891,1,0,0
6889,1.00034,-0.0150509,-25913.3,-3.79036,0,-5.14322,-1,1,0,0
6889,1.00034,-0.0150509,-25913.3,-3.79036,0,-5.15391,-1,1,0,0
