last_price,wallet,upnl,position_contracts,position_leverage,order_contracts,order_leverage,order_idle,order_limit,order_market,reward
7205,1,0,0,0,0,-5.23436,-1,1,0,0
7204.5,1,0,0,0,-40810.4,-5.66458,-0.930601,0,1,0
7205,1,0,0,0,0,-2.09651,-1,1,0,0
7205,1,0,0,0,0,1.48401,-1,1,0,0
7205,1,0,0,0,0,-0.766295,-1,1,0,0
7205,1,0,0,0,0,0.354895,-1.0694,1,0,0
7204.5,1,0,0,0,0,0.570714,-1,1,0,0
7204.5,1,0,0,0,0,-1.1499,-1,1,0,0
7204.5,1,0,0,0,0,-2.34138,-1,1,0,0
7204.5,1,0,0,0,-18863.1,-2.61824,-1,0,1,0
7204.5,1,0,0,0,0,-0.926398,-0.930601,1,0,0
7205,1,0,0,0,-12550.6,-1.74193,-1,0,1,0
7205,1,0,0,0,-5549.91,-0.770285,-1.0694,0,1,0
7204.5,1,0,0,0,0,-3.61673,-1,1,0,0
7204.5,1,0,0,0,-14005.7,-1.94403,-0.930601,0,1,0
7205,1,0,0,0,0,1.90519,-1.0694,1,0,0
7204.5,1,0,0,0,0,0.0016126,-1,1,0,0
7204.5,1,0,0,0,0,-1.86642,-1,1,0,0
7204.5,1,0,0,0,0,-1.7194,-1,1,0,0
7204.5,1,0,0,0,0,-0.412141,-0.930601,1,0,0
7205,1,0,0,0,0,0.207656,-1.0694,1,0,0
7204.5,1,0,0,0,0,1.78369,-0.930601,1,0,0
7205,1,0,0,0,-4422.28,-0.613779,-1.0694,0,1,0
7204.5,1,0,0,0,0,-0.0383827,-1,1,0,0
7204.5,1,0,0,0,0,-3.30578,-1,1,0,0
7204.5,1,0,0,0,0,-0.409832,-1,1,0,0
7204.5,1,0,0,0,-11022.6,-1.52997,-1,0,1,0
7204.5,1,0,0,0,15660.3,2.17369,-1,0,1,0
7204.5,1,0,0,0,4866.51,0.675483,-1,0,1,0
7204.5,1,0,0,0,0,-0.799375,-1,1,0,0
7204.5,1,0,0,0,0,-3.25422,-1,1,0,0
7204.5,1,0,0,0,0,-2.52997,-1,1,0,0
7204.5,1,0,0,0,-19519.5,-2.70935,-0.930601,0,1,0
7205,1,0,0,0,0,-0.332616,-1.0694,1,0,0
7204.5,1,0,0,0,0,-0.99956,-0.930601,1,0,0
7205,1,0,0,0,-3123.27,-0.433487,-1.0694,0,1,0
7204.5,1,0,0,0,-11403.6,-1.58285,-0.930601,0,1,0
7205,1,0,0,0,0,0.563691,-1,1,0,0
7205,1,0,0,0,0,0.376276,-1,1,0,0
7205,1,0,0,0,0,0.119898,-1,1,0,0
