last_price,wallet,upnl,position_contracts,position_leverage,order_contracts,order_leverage,order_idle,order_limit,order_market,reward
7220.5,1,0,0,0,-3310.51,-0.458488,-1,0,1,0
7220.5,1,0,0,0,-8525.44,-1.18073,-1,0,1,0
7220.5,1,0,0,0,5413.82,0.749784,-1,0,1,0
7220.5,1,0,0,0,7443.01,1.03082,-1.06925,0,1,0
7220,1,0,0,0,0,1.82693,-0.93075,1,0,0
7220.5,1,0,0,0,-12311.9,-1.70513,-1.06925,0,1,0
7220,1,0,0,0,16240.1,2.24932,-1,0,1,0
7220,1,0,0,0,0,-1.51007,-1,1,0,0
7220,1,0,0,0,0,0.680004,-0.93075,1,0,0
7220.5,1,0,0,0,-10656.7,-1.4759,-1.06925,0,1,0
7220,1,0,0,0,0,0.689482,-0.93075,1,0,0
7220.5,1,0,0,0,0,-1.68969,-1,1,0,0
7220.5,1,0,0,0,10498.3,1.45396,-0.307767,0,1,0
7225.5,1,0,0,0,0,2.35468,-1,1,0,0
7225.5,1,0,0,0,0,1.22042,-0.930803,1,0,0
7226,1,0,0,0,0,0.630719,-1.0692,1,0,0
7225.5,1,0,0,0,-12785.2,-1.76945,-0.930803,0,1,0
7226,1,0,0,0,0,-4.13097,-1.0692,1,0,0
7225.5,1,0,0,0,344.406,0.0476654,-1,0,1,0
7225.5,1,0,0,0,0,2.60437,-0.930803,1,0,0
7226,1,0,0,0,19530.7,2.70284,-1.0692,0,1,0
7225.5,1,0,0,0,-7865.67,-1.0886,-1,0,1,0
7225.5,1,0,0,0,0,1.00803,-1,1,0,0
7225.5,1,0,0,0,6111.56,0.845833,-0.930803,0,1,0
7226,1,0,0,0,0,-1.2367,-1,1,0,0
7226,1,0,0,0,-346.097,-0.047896,-1,0,1,0
7226,1,0,0,0,3896.93,0.539292,-1,0,1,0
7226,1,0,0,0,0,0.228812,-1,1,0,0
7226,1,0,0,0,-1247.35,-0.172619,-1,0,1,0
7226,1,0,0,0,0,0.644424,-1,1,0,0
7226,1,0,0,0,0,2.93015,-1,1,0,0
7226,1,0,0,0,0,-1.0145,-1,1,0,0
7226,1,0,0,0,6880.19,0.952144,-1,0,1,0
7226,1,0,0,0,0,0.677754,-1,1,0,0
7226,1,0,0,0,0,-1.63159,-1,1,0,0
7226,1,0,0,0,0,3.11421,-0.930808,1,0,0
7226.5,1,0,0,0,2233.73,0.309103,-1,0,1,0
7226.5,1,0,0,0,0,-0.732455,-1,1,0,0
7226.5,1,0,0,0,0,-0.8111,-1,1,0,0
7226.5,1,0,0,0,0,-1.64477,-1,1,0,0
7226.5,1,0,0,0,-1254.34,-0.173575,-1,0,1,0
7226.5,1,0,0,0,0,-0.315951,-1,1,0,0
7226.5,1,0,0,0,9337.99,1.29219,-1,0,1,0
7226.5,1,0,0,0,0,1.91238,-1.06919,1,0,0
7226,1,0,0,0,-621.844,-0.0860564,-0.930808,0,1,0
