last_price,wallet,upnl,position_contracts,position_leverage,order_contracts,order_leverage,order_idle,order_limit,order_market,reward
5617,1.00249,-0,-55868.4,-9.92164,-55868.4,-9.94631,-1,0,1,0
5624.5,1.00249,-0.0132629,-55868.4,-9.93487,0,-8.96056,0.606475,1,0,0
5623.5,1.00249,-0.0114966,-55868.4,-9.9331,0,-9.00148,0.603265,1,0,0
5622.5,1.00249,-0.0097296,-55868.4,-9.93134,0,-8.63814,-3.40651,1,0,0
5624,1.00249,-0.0123798,-55868.4,-9.93398,0,-8.8887,12.5607,1,0,0
5615.5,1.00249,0.00265684,-55868.4,-9.91899,0,-8.97448,6.89085,1,0,0
5610.5,1.00249,0.0115232,-55868.4,-9.91014,0,-8.51591,7.60943,1,0,0
5605,1.00249,0.0212945,-55868.4,-9.90039,0,-8.06687,-2.55983,1,0,0
5606,1.00249,0.0195165,-55868.4,-9.90217,0,-8.36157,-9.62236,1,0,0
5611.5,1.00249,0.00974867,-55868.4,-9.91191,0,-8.131,3.71218,1,0,0
5608.5,1.00249,0.0150742,-55868.4,-9.9066,0,-8.2856,-25.5909,1,0,0
5624,1.00249,-0.0123798,-55868.4,-9.93398,0,-8.67224,16.5138,1,0,0
5613,1.00249,0.00708805,-55868.4,-9.91456,0,-8.07751,0.57741,1,0,0
5612,1.00249,0.00886164,-55868.4,-9.9128,0,-8.60302,2.14631,1,0,0
5610,1.00249,0.0124107,-55868.4,-9.90926,0,-7.93893,2.13715,1,0,0
5608,1.00249,0.0159623,-55868.4,-9.90571,0,-8.52689,10.6762,1,0,0
5600.5,1.00249,0.0293035,-55868.4,-9.8924,0,-8.33001,-11.1118,1,0,0
5607,1.00249,0.0177391,-55868.4,-9.90394,0,-9.01866,-1.78219,1,0,0
5607.5,1.00249,0.0168506,-55868.4,-9.90483,0,-8.14354,22.1998,1,0,0
5592.5,1.00249,0.0435734,-55868.4,-9.87817,0,-8.14783,-7.90321,1,0,0
5597,1.00249,0.0355416,-55868.4,-9.88618,0,-9.1747,6.66757,1,0,0
5592,1.00249,0.0444667,-55868.4,-9.87728,0,-9.41535,8.12373,1,0,0
5586,1.00249,0.0551979,-55868.4,-9.86657,0,-9.19389,11.0378,1,0,0
5578,1.00249,0.0695421,-55868.4,-9.85227,0,-9.2146,-15.3106,1,0,0
5587.5,1.00249,0.0525129,-55868.4,-9.86925,0,-8.92666,7.31008,1,0,0
5582,1.00249,0.0623649,-55868.4,-9.85943,0,-9.15835,-3.25933,1,0,0
5583.5,1.00249,0.0596761,-55868.4,-9.86211,0,-9.13652,10.2469,1,0,0
5576,1.00249,0.0731346,-55868.4,-9.84868,0,-9.04756,4.20598,1,0,0
5572.5,1.00249,0.0794277,-55868.4,-9.8424,0,-9.31704,26.0739,1,0,0
5554,1.00249,0.112823,-55868.4,-9.80909,0,-9.58828,3.32228,1,0,0
5551,1.00249,0.118259,-55868.4,-9.80367,0,-9.46702,3.30351,1,0,0
5548,1.00249,0.123701,-55868.4,-9.79824,0,-9.57743,-26.3692,1,0,0
5565.5,1.00249,0.0920375,-55868.4,-9.82983,0,-9.52455,0.467181,1,0,0
5564.5,1.00249,0.0938415,-55868.4,-9.82803,0,-9.60651,-16.5132,1,0,0
5575,1.00249,0.0749318,-55868.4,-9.84689,0,-9.48522,-3.23628,1,0,0
5576.5,1.00249,0.0722362,-55868.4,-9.84958,0,-9.25964,-19.0703,1,0,0
5588.5,1.00249,0.0507238,-55868.4,-9.87104,0,-8.595,-3.28221,1,0,0
5590,1.00249,0.0480412,-55868.4,-9.87371,0,-8.91461,22.3326,1,0,0
5574.5,1.00249,0.0758307,-55868.4,-9.84599,0,-8.17169,-12.9746,1,0,0
5582.5,1.00249,0.0614684,-55868.4,-9.86032,0,-8.31796,2.75735,1,0,0
5580,1.00249,0.0659522,-55868.4,-9.85585,0,-7.72936,-11.5567,1,0,0
5587,1.00249,0.0534078,-55868.4,-9.86836,0,-8.96943,-3.27642,1,0,0
5588.5,1.00249,0.0507238,-55868.4,-9.87104,0,-7.43397,13.3326,1,0,0
5579,1.00249,0.0677468,-55868.4,-9.85406,0,-7.4229,-5.50392,1,0,0
5582,1.00249,0.0623649,-55868.4,-9.85943,0,-8.7066,13.9345,1,0,0
5572,1.00249,0.0803273,-55868.4,-9.84151,0,-8.55039,15.175,1,0,0
5561,1.00249,0.100161,-55868.4,-9.82172,0,-8.01458,-10.5267,1,0,0
5567.5,1.00249,0.0884315,-55868.4,-9.83342,0,-9.28969,-23.3358,1,0,0
5582.5,1.00249,0.0614684,-55868.4,-9.86032,0,-8.61643,7.99457,1,0,0
5576.5,1.00249,0.0722362,-55868.4,-9.84958,0,-7.86876,13.0775,1,0,0
5567,1.00249,0.0893327,-55868.4,-9.83252,0,-5.29391,-12.0975,1,0,0
5574.5,1.00249,0.0758307,-55868.4,-9.84599,0,-8.51384,10.8331,1,0,0
5566.5,1.00249,0.0902342,-55868.4,-9.83162,0,-8.13597,0.469186,1,0,0
5565.5,1.00249,0.0920375,-55868.4,-9.82983,0,-9.43112,-21.0201,1,0,0
5579,1.00249,0.0677468,-55868.4,-9.85406,0,-8.79641,10.9121,1,0,0
5571,1.00249,0.0821271,-55868.4,-9.83971,0,-8.0053,-1,1,0,0
5571,1.00249,0.0821271,-55868.4,-9.83971,0,-8.80543,-0.260326,1,0,0
5570.5,1.00249,0.0830272,-55868.4,-9.83881,0,-9.16837,10.7631,1,0,0
5562.5,1.00249,0.0974514,-55868.4,-9.82443,0,-8.65683,-3.92763,1,0,0
5564.5,1.00249,0.0938415,-55868.4,-9.82803,0,-9.56622,-1,1,0,0
5564.5,1.00249,0.0938415,-55868.4,-9.82803,0,-9.34067,-13.5401,1,0,0
5573,1.00249,0.0785282,-55868.4,-9.8433,0,-9.54301,3.44357,1,0,0
5570,1.00249,0.0839275,-55868.4,-9.83792,0,-8.58162,-36.3501,1,0,0
5593.5,1.00249,0.0417875,-55868.4,-9.87995,0,-8.88888,11.9311,1,0,0
5585,1.00249,0.0569887,-55868.4,-9.86479,0,-8.81702,1.26505,1,0,0
5583.5,1.00249,0.0596761,-55868.4,-9.86211,0,-9.35113,13.2249,1,0,0
5574,1.00249,0.0767297,-55868.4,-9.8451,0,-8.8895,-12.9655,1,0,0
5582,1.00249,0.0623649,-55868.4,-9.85943,0,-9.21734,1.25441,1,0,0
5580.5,1.00249,0.0650551,-55868.4,-9.85674,0,-9.15629,-2.50222,1,0,0
5581.5,1.00249,0.0632615,-55868.4,-9.85853,0,-9.33345,5.74289,1,0,0
5577,1.00249,0.071338,-55868.4,-9.85047,0,-8.83093,-6.99142,1,0,0
5581,1.00249,0.0641582,-55868.4,-9.85764,0,-8.50889,-5.51728,1,0,0
5584,1.00249,0.0587801,-55868.4,-9.863,0,-8.06228,2.76581,1,0,0
5581.5,1.00249,0.0632615,-55868.4,-9.85853,0,-8.59706,4.99636,1,0,0
5577.5,1.00249,0.07044,-55868.4,-9.85137,0,-7.71055,10.1461,1,0,0
5570,1.00249,0.0839275,-55868.4,-9.83792,0,-9.11475,-1,1,0,0
5570,1.00249,0.0839275,-55868.4,-9.83792,0,-8.77575,5.62935,1,0,0
5565.5,1.00249,0.0920375,-55868.4,-9.82983,0,-9.04423,-0.266438,1,0,0
5565,1.00249,0.0929394,-55868.4,-9.82893,0,-8.84698,-0.266382,1,0,0
5564.5,1.00249,0.0938415,-55868.4,-9.82803,0,-8.82137,-9.09653,1,0,0
5570,1.00249,0.0839275,-55868.4,-9.83792,0,-8.77151,1.21501,1,0,0
5568.5,1.00249,0.0866294,-55868.4,-9.83522,0,-9.08691,5.61445,1,0,0
5564,1.00249,0.0947438,-55868.4,-9.82713,0,-9.22556,3.38547,1,0,0
5561,1.00249,0.100161,-55868.4,-9.82172,0,-9.17396,-0.271101,1,0,0
5560.5,1.00249,0.101064,-55868.4,-9.82082,0,-8.53802,3.36286,1,0,0
5557.5,1.00249,0.106488,-55868.4,-9.81541,0,-9.12706,1.89852,1,0,0
5555.5,1.00249,0.110107,-55868.4,-9.8118,0,-9.15768,2.61028,1,0,0
5553,1.00249,0.114634,-55868.4,-9.80729,0,-9.40633,1.87958,1,0,0
5551,1.00249,0.118259,-55868.4,-9.80367,0,-9.27175,-18.4018,1,0,0
5563,1.00249,0.0965487,-55868.4,-9.82533,0,-9.45387,-17.9662,1,0,0
5574.5,1.00249,0.0758307,-55868.4,-9.84599,0,-9.20442,-16.7461,1,0,0
