last_price,wallet,upnl,position_contracts,position_leverage,order_contracts,order_leverage,order_idle,order_limit,order_market
8529,0.998454,0.000644337,-8527.59,-1.00009,0,0,1,0,0
8529,0.998454,0.000644337,-8527.59,-1.00009,0,0,1,0,0
8530,0.998454,0.000527123,-8527.59,-1.00021,0,0,1,0,0
8529.5,0.998454,0.000585727,-8527.59,-1.00015,0,0,1,0,0
8530,0.998454,0.000527123,-8527.59,-1.00021,0,0,1,0,0
8530,0.998454,0.000527123,-8527.59,-1.00021,0,0,1,0,0
8534,0.998454,5.85418e-05,-8527.59,-1.00068,0,0,1,0,0
8534,0.998454,5.85418e-05,-8527.59,-1.00068,0,0,1,0,0
8539,0.998454,-0.000526567,-8527.59,-1.00127,0,0,1,0,0
8538.5,0.998454,-0.000468087,-8527.59,-1.00121,0,0,1,0,0
8538.5,0.998454,-0.000468087,-8527.59,-1.00121,0,0,1,0,0
8539,0.998454,-0.000526567,-8527.59,-1.00127,0,0,1,0,0
8538,0.998454,-0.0004096,-8527.59,-1.00115,0,0,1,0,0
8538.5,0.998454,-0.000468087,-8527.59,-1.00121,0,0,1,0,0
8538,0.998454,-0.0004096,-8527.59,-1.00115,0,0,1,0,0
8538,0.998454,-0.0004096,-8527.59,-1.00115,0,0,1,0,0
8538.5,0.998454,-0.000468087,-8527.59,-1.00121,0,0,1,0,0
8541.5,0.998454,-0.000818865,-8527.59,-1.00156,0,0,1,0,0
8541.5,0.998454,-0.000818865,-8527.59,-1.00156,0,0,1,0,0
8541,0.998454,-0.000760419,-8527.59,-1.0015,0,0,1,0,0
8537.5,0.998454,-0.000351107,-8527.59,-1.00109,0,0,1,0,0
8536.5,0.998454,-0.000234098,-8527.59,-1.00097,0,0,1,0,0
8536.5,0.998454,-0.000234098,-8527.59,-1.00097,0,0,1,0,0
8536.5,0.998454,-0.000234098,-8527.59,-1.00097,0,0,1,0,0
8536.5,0.998454,-0.000234098,-8527.59,-1.00097,0,0,1,0,0
8537,0.998454,-0.000292606,-8527.59,-1.00103,0,0,1,0,0
8537,0.998454,-0.000292606,-8527.59,-1.00103,0,0,1,0,0
8537,0.998454,-0.000292606,-8527.59,-1.00103,0,0,1,0,0
8537,0.998454,-0.000292606,-8527.59,-1.00103,0,0,1,0,0
8537,0.998454,-0.000292606,-8527.59,-1.00103,0,0,1,0,0
8537,0.998454,-0.000292606,-8527.59,-1.00103,0,0,1,0,0
8536.5,0.998454,-0.000234098,-8527.59,-1.00097,0,0,1,0,0
8540,0.998454,-0.000643507,-8527.59,-1.00138,0,0,1,0,0
8542,0.998454,-0.000877304,-8527.59,-1.00162,0,0,1,0,0
8541.5,0.998454,-0.000818865,-8527.59,-1.00156,0,0,1,0,0
8542,0.998454,-0.000877304,-8527.59,-1.00162,0,0,1,0,0
8540.5,0.998454,-0.000701967,-8527.59,-1.00144,0,0,1,0,0
8540.5,0.998454,-0.000701967,-8527.59,-1.00144,0,0,1,0,0
8541.5,0.998454,-0.000818865,-8527.59,-1.00156,0,0,1,0,0
8541.5,0.998454,-0.000818865,-8527.59,-1.00156,0,0,1,0,0
8541.5,0.998454,-0.000818865,-8527.59,-1.00156,0,0,1,0,0
