last_price,wallet,upnl,position_contracts,position_leverage,order_contracts,order_leverage,order_idle,order_limit,order_market,reward
8221,1,0,0,0,0,2.97016,-1,1,0,0
8221.5,1,0,0,0,19224.3,2.33829,-1,0,1,0
8221.5,1,0,0,0,0,1.81526,-1.06082,1,0,0
8221,1,0,0,0,0,1.93199,-0.939182,1,0,0
8221.5,1,0,0,0,0,1.84254,-1,1,0,0
8221.5,1,0,0,0,0,1.84162,-1,1,0,0
8221.5,1,0,0,0,0,-0.0738729,-1,1,0,0
8221.5,1,0,0,0,0,-1.02106,-1,1,0,0
8221.5,1,0,0,0,0,0.318983,-1,1,0,0
8221.5,1,0,0,0,20024.2,2.43558,-1,0,1,0
8221.5,1,0,0,0,0,0.530364,-1,1,0,0
8221.5,1,0,0,0,0,-1.45176,-1,1,0,0
8221.5,1,0,0,0,-2294.58,-0.279095,-1,0,1,0
8221.5,1,0,0,0,0,0.660088,-1.06082,1,0,0
8221,1,0,0,0,0,-0.603303,-0.939182,1,0,0
8221.5,1,0,0,0,0,2.57003,-1.06082,1,0,0
8221,1,0,0,0,0,1.72104,-1,1,0,0
8221,1,0,0,0,0,-0.733943,-0.939182,1,0,0
8221.5,1,0,0,0,5323.35,0.647491,-1.06082,0,1,0
8221,1,0,0,0,0,-0.364743,-1,1,0,0
8221,1,0,0,0,0,1.14266,-0.939182,1,0,0
8221.5,1,0,0,0,0,-0.620295,-1,1,0,0
8221.5,1,0,0,0,-3572.35,-0.434514,-1.06082,0,1,0
8221,1,0,0,0,0,0.0260253,-1,1,0,0
8221,1,0,0,0,0,0.0630079,-0.939182,1,0,0
8221.5,1,0,0,0,0,0.412017,-1.06082,1,0,0
8221,1,0,0,0,0,1.41553,-0.939182,1,0,0
8221.5,1,0,0,0,0,2.95598,-1,1,0,0
8221.5,1,0,0,0,0,1.38713,-1,1,0,0
8221.5,1,0,0,0,0,-0.182871,-1.06082,1,0,0
8221,1,0,0,0,0,3.13045,-1,1,0,0
8221,1,0,0,0,0,4.00253,-0.939182,1,0,0
8221.5,1,0,0,0,28420.9,3.4569,-1,0,1,0
8221.5,1,0,0,0,0,3.56465,-1.06082,1,0,0
8221,1,0,0,0,0,4.02295,-0.939182,1,0,0
8221.5,1,0,0,0,0,3.65988,-1,1,0,0
8221.5,1,0,0,0,0,3.5042,-1.06082,1,0,0
8221,1,0,0,0,0,3.58505,-1,1,0,0
8221,1,0,0,0,30081.6,3.65912,-0.939182,0,1,0
8221.5,1,0,0,0,17440.9,2.12138,-1.06082,0,1,0
8221,1,0,0,0,0,4.61675,-0.939182,1,0,0
8221.5,1,0,0,0,0,3.20585,-1,1,0,0
8221.5,1,0,0,0,0,2.92452,-1,1,0,0
8221.5,1,0,0,0,0,2.07688,-1,1,0,0
8221.5,1,0,0,0,0,3.19015,-1,1,0,0
8221.5,1,0,0,0,12830.8,1.56064,-1.06082,0,1,0
8221,1,0,0,0,0,0.734338,-0.878368,1,0,0
8222,1,0,0,0,0,2.90805,-0.939189,1,0,0
8222.5,1,0,0,0,0,1.05852,-0.939193,1,0,0
8223,1,0,0,0,0,1.99472,-1,1,0,0
