last_price,wallet,upnl,position_contracts,position_leverage,order_contracts,order_leverage,order_idle,order_limit,order_market,reward
6480,1,0,0,0,0,-5.5534,-1,1,0,0
6480,1,0,0,0,0,-4.25616,-1.30869,1,0,0
6478,1,0,0,0,0,-1.93003,-1,1,0,0
6478,1,0,0,0,0,-0.83249,-0.69131,1,0,0
6480,1,0,0,0,-9076.24,-1.40066,-1.07716,0,1,0
6479.5,1,0,0,0,0,-4.54248,-1,1,0,0
6479.5,1,0,0,0,0,-2.00472,-1,1,0,0
6479.5,1,0,0,0,-3429.82,-0.529334,-1,0,1,0
6479.5,1,0,0,0,0,-2.38905,-1,1,0,0
6479.5,1,0,0,0,-42279.8,-6.52516,-1.15434,0,1,0
6478.5,1,0,0,0,0,-6.2864,-1.07718,1,0,0
6478,1,0,0,0,0,-0.292968,-1.30878,1,0,0
6476,1,0,0,0,0,-1.41611,-1.61786,1,0,0
6472,1,0,0,0,0,0.539527,-0.459355,1,0,0
6475.5,1,0,0,0,0,1.31346,-1,1,0,0
6475.5,1,0,0,0,16409.9,2.53416,-1,0,1,0
6475.5,1,0,0,0,0,0.928802,-1,1,0,0
6475.5,1,0,0,0,0,1.61625,-1.3089,1,0,0
6473.5,1,0,0,0,0,1.02656,-1.84998,1,0,0
6468,1,0,0,0,0,3.09644,-0.845405,1,0,0
6469,1,0,0,0,0,2.47966,-0.922711,1,0,0
6469.5,1,0,0,0,0,0.994874,-1,1,0,0
6469.5,1,0,0,0,14369.9,2.22118,-0.922717,0,1,0
6470,1,0,0,0,9620.5,1.48694,-1,0,1,0
6470,1,0,0,0,0,2.42185,-0.768188,1,0,0
6471.5,1,0,0,0,0,1.69242,-0.613765,1,0,0
6474,1,0,0,0,0,3.21464,-0.382335,1,0,0
6478,1,0,0,0,0,1.47828,-0.922819,1,0,0
6478.5,1,0,0,0,0,-0.530784,-1,1,0,0
6478.5,1,0,0,0,0,0.658279,-1.07718,1,0,0
6478,1,0,0,0,0,-0.366481,-1,1,0,0
6478,1,0,0,0,0,0.68716,-0.922819,1,0,0
6478.5,1,0,0,0,0,1.11134,-1.07718,1,0,0
6478,1,0,0,0,0,0.883402,-1,1,0,0
6478,1,0,0,0,0,0.0932795,-1,1,0,0
6478,1,0,0,0,0,0.956551,-1,1,0,0
6478,1,0,0,0,0,1.06148,-1,1,0,0
6478,1,0,0,0,0,-0.0901088,-1,1,0,0
6478,1,0,0,0,0,0.435298,-1,1,0,0
6478,1,0,0,0,0,0.236632,-1,1,0,0
6478,1,0,0,0,0,0.290094,-1,1,0,0
6478,1,0,0,0,0,0.974496,-1.54044,1,0,0
6474.5,1,0,0,0,0,0.305557,-1,1,0,0
6474.5,1,0,0,0,0,0.914216,-0.922777,1,0,0
6475,1,0,0,0,0,1.71347,-1.07722,1,0,0
6474.5,1,0,0,0,0,0.658936,-0.922777,1,0,0
6475,1,0,0,0,0,0.629937,-1,1,0,0
6475,1,0,0,0,0,0.980324,-0.459605,1,0,0
6478.5,1,0,0,0,0,0.790792,-0.922825,1,0,0
6479,1,0,0,0,0,-0.328714,-0.922831,1,0,0
6479.5,1,0,0,0,0,0.207873,-1.23153,1,0,0
6478,1,0,0,0,0,-0.353148,-1,1,0,0
6478,1,0,0,0,0,0.603892,-1,1,0,0
6478,1,0,0,0,0,0.922441,-1,1,0,0
6478,1,0,0,0,0,-0.081509,-1,1,0,0
6478,1,0,0,0,0,0.881352,-1.84939,1,0,0
6472.5,1,0,0,0,7337.49,1.13364,-1,0,1,0
6472.5,1,0,0,0,0,1.24563,-0.922753,1,0,0
6473,1,0,0,0,0,1.3212,-1.07725,1,0,0
6472.5,1,0,0,0,0,1.00167,-1,1,0,0
6472.5,1,0,0,0,0,1.36899,-1,1,0,0
6472.5,1,0,0,0,0,1.08714,-0.922753,1,0,0
6473,1,0,0,0,0,1.70637,-1,1,0,0
6473,1,0,0,0,0,2.46318,-0.768295,1,0,0
6474.5,1,0,0,0,0,1.67914,-1.07723,1,0,0
6474,1,0,0,0,0,-0.364182,-1,1,0,0
6474,1,0,0,0,0,0.0766476,-1,1,0,0
6474,1,0,0,0,0,1.49976,-1.23172,1,0,0
6472.5,1,0,0,0,0,-0.572973,-1.15451,1,0,0
