last_price,wallet,upnl,position_contracts,position_leverage,order_contracts,order_leverage,order_idle,order_limit,order_market,reward
7265,1,0,0,0,0,1.35248,-1,1,0,0
7265.5,1,0,0,0,0,1.03239,-1,1,0,0
7265.5,1,0,0,0,0,1.40525,-1,1,0,0
7265.5,1,0,0,0,0,1.21481,-1.06882,1,0,0
7265,1,0,0,0,0,1.79059,-0.931179,1,0,0
7265.5,1,0,0,0,0,0.900726,-0.518387,1,0,0
7269,1,0,0,0,0,1.99147,-1,1,0,0
7269,1,0,0,0,0,1.79295,-1,1,0,0
7269,1,0,0,0,0,0.0463012,-1,1,0,0
7269,1,0,0,0,2281.98,0.313933,-1.06879,0,1,0
7268.5,1,0,0,0,0,1.14394,-1.41283,1,0,0
7265.5,1,0,0,0,0,1.46664,-1,1,0,0
7265.5,1,0,0,0,0,-0.164334,-0.931184,1,0,0
7266,1,0,0,0,0,0.320536,-1.06882,1,0,0
7265.5,1,0,0,0,0,-0.16206,-0.931184,1,0,0
7266,1,0,0,0,0,1.45545,-1,1,0,0
7266,1,0,0,0,0,0.846699,-1,1,0,0
7266,1,0,0,0,0,0.414508,-1.06882,1,0,0
7265.5,1,0,0,0,0,0.209131,-1,1,0,0
7265.5,1,0,0,0,0,0.880978,-1,1,0,0
7265.5,1,0,0,0,0,1.54713,-0.931184,1,0,0
7266,1,0,0,0,0,0.91224,-1,1,0,0
7266,1,0,0,0,0,1.52942,-1,1,0,0
7266,1,0,0,0,0,2.20155,-0.862382,1,0,0
7267,1,0,0,0,0,1.7269,-0.656038,1,0,0
7269.5,1,0,0,0,0,1.73886,-0.862448,1,0,0
7270.5,1,0,0,0,0,2.19101,-1,1,0,0
7270.5,1,0,0,0,0,1.21054,-0.793708,1,0,0
7272,1,0,0,0,0,1.73681,-0.862496,1,0,0
7273,1,0,0,0,0,1.32097,-1,1,0,0
7273,1,0,0,0,9648.71,1.32665,-1,0,1,0
7273,1,0,0,0,0,2.51875,-1,1,0,0
7273,1,0,0,0,0,1.73042,-0.244064,1,0,0
7278.5,1,0,0,0,0,2.16505,-0.862618,1,0,0
7279.5,1,0,0,0,0,2.01775,-0.931316,1,0,0
7280,1,0,0,0,0,-2.07958,-0.931321,1,0,0
7280.5,1,0,0,0,0,0.578909,-0.931326,1,0,0
7281,1,0,0,0,0,-1.65773,-1,1,0,0
7281,1,0,0,0,0,-0.364888,-1,1,0,0
7281,1,0,0,0,0,0.783611,-0.794006,1,0,0
7282.5,1,0,0,0,0,-0.565698,-0.794048,1,0,0
7284,1,0,0,0,0,-1.33602,-0.931359,1,0,0
7284.5,1,0,0,0,0,-4.24022,-0.931363,1,0,0
7285,1,0,0,0,0,-1.31518,-0.931368,1,0,0
7285.5,1,0,0,0,0,-1.01683,-1,1,0,0
7285.5,1,0,0,0,0,-5.08758,-1.06863,1,0,0
